Column3,Column2,Column1,active_PSS,product,Substance_Name,Substance_Type,Molecular_Formula,Molecular_Weight,Inchikey,Comment,Created_Date,Last_Updated_Date,External_Code_XEVMPD,External_Code_SVG,External_Code_UNII,pss_inchi,IsomericSMILES,ps_smiles,ps_num_drugs,p_smiles,p_inchi,p_inchikey,p_chembl_id,chembl_mismatch
1149,1149,1149,GLYCOPYRRONIUM BROMIDE,966,GLYCOPYRRONIUM BROMIDE,Chemical,C19H28NO3.Br,,VPNYRYCIDCJBOM-QQTWVUFVSA-M,,25/07/2019 11:55,18/12/2023 14:28,SUB07951MIG,1,V92SO9WP2I,"InChI=1S/C19H28NO3.BrH/c1-20(2)13-12-17(14-20)23-18(21)19(22,16-10-6-7-11-16)15-8-4-3-5-9-15;/h3-5,8-9,16-17,22H,6-7,10-14H2,1-2H3;1H/q+1;/p-1/t17-,19-;/m0./s1",C[N+]1(CC[C@@H](C1)OC(=O)[C@@](C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],C[N+]1(C)CC[C@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1.[Br-],1,C[N+]1(C)CC[C@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1,"InChI=1S/C19H28NO3/c1-20(2)13-12-17(14-20)23-18(21)19(22,16-10-6-7-11-16)15-8-4-3-5-9-15/h3-5,8-9,16-17,22H,6-7,10-14H2,1-2H3/q+1/t17-,19-/m0/s1",ANGKOCUUWGHLCE-HKUYNNGSSA-N,CHEMBL1201335,TRUE
1150,1150,1150,VORICONAZOLE,967,VORICONAZOLE,Chemical,C16H14F3N5O,,BCEHBSKCWLPMDN-MGPLVRAMSA-N,,25/07/2019 11:55,21/12/2023 11:17,SUB00087MIG,1,JFU09I87TR,"InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3/t10-,16+/m0/s1",C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3/t10-,16+/m0/s1",BCEHBSKCWLPMDN-MGPLVRAMSA-N,CHEMBL638,FALSE
1151,1151,1151,IRBESARTAN,968,IRBESARTAN,Chemical,C25H28N6O,,YOSHYTLCDANDAN-UHFFFAOYSA-N,,25/07/2019 11:55,31/07/2023 11:00,SUB08293MIG,1,J0E2756Z7N,"InChI=1S/C25H28N6O/c1-2-3-10-22-26-25(15-6-7-16-25)24(32)31(22)17-18-11-13-19(14-12-18)20-8-4-5-9-21(20)23-27-29-30-28-23/h4-5,8-9,11-14H,2-3,6-7,10,15-17H2,1H3,(H,27,28,29,30)",CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,"InChI=1S/C25H28N6O/c1-2-3-10-22-26-25(15-6-7-16-25)24(32)31(22)17-18-11-13-19(14-12-18)20-8-4-5-9-21(20)23-27-29-30-28-23/h4-5,8-9,11-14H,2-3,6-7,10,15-17H2,1H3,(H,27,28,29,30)",YOSHYTLCDANDAN-UHFFFAOYSA-N,CHEMBL1513,FALSE
1152,1152,1152,HYDROCHLOROTHIAZIDE,968,HYDROCHLOROTHIAZIDE,Chemical,C7H8ClN3O4S2,,JZUFKLXOESDKRF-UHFFFAOYSA-N,,25/07/2019 11:55,18/12/2023 14:58,SUB08062MIG,1,0J48LPH2TH,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",JZUFKLXOESDKRF-UHFFFAOYSA-N,CHEMBL435,FALSE
1153,1153,1153,AZACITIDINE,969,AZACITIDINE,Chemical,C8H12N4O5,,NMUSYJAQQFHJEW-KVTDHHQDSA-N,,25/07/2019 11:55,18/12/2023 14:48,SUB05624MIG,1,M801H13NRU,"InChI=1S/C8H12N4O5/c9-7-10-2-12(8(16)11-7)6-5(15)4(14)3(1-13)17-6/h2-6,13-15H,1H2,(H2,9,11,16)/t3-,4-,5-,6-/m1/s1",C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,1,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,"InChI=1S/C8H12N4O5/c9-7-10-2-12(8(16)11-7)6-5(15)4(14)3(1-13)17-6/h2-6,13-15H,1H2,(H2,9,11,16)/t3-,4-,5-,6-/m1/s1",NMUSYJAQQFHJEW-KVTDHHQDSA-N,CHEMBL1489,FALSE
1154,1154,1154,NERATINIB MALEATE,970,NERATINIB MALEATE,Chemical,C30H29ClN6O3.C4H4O4,,VXZCUHNJXSIJIM-MEBGWEOYSA-N,,25/07/2019 11:55,17/05/2023 13:29,SUB194473,1,9RM7XY23ZS,"InChI=1S/C30H29ClN6O3.C4H4O4/c1-4-39-28-16-25-23(15-26(28)36-29(38)9-7-13-37(2)3)30(20(17-32)18-34-25)35-21-10-11-27(24(31)14-21)40-19-22-8-5-6-12-33-22;5-3(6)1-2-4(7)8/h5-12,14-16,18H,4,13,19H2,1-3H3,(H,34,35)(H,36,38);1-2H,(H,5,6)(H,7,8)/b9-7+;2-1-",CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C.C(=C\C(=O)O)\C(=O)O,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C.O=C(O)/C=C\C(=O)O,1,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,"InChI=1S/C30H29ClN6O3/c1-4-39-28-16-25-23(15-26(28)36-29(38)9-7-13-37(2)3)30(20(17-32)18-34-25)35-21-10-11-27(24(31)14-21)40-19-22-8-5-6-12-33-22/h5-12,14-16,18H,4,13,19H2,1-3H3,(H,34,35)(H,36,38)/b9-7+",JWNPDZNEKVCWMY-VQHVLOKHSA-N,CHEMBL180022,FALSE
1155,1155,1155,CLOPIDOGREL BESILATE,971,CLOPIDOGREL BESILATE,Chemical,C16H16ClNO2S.C6H6O3S,,CUZIJKLLBDXNFV-RSAXXLAASA-N,,25/07/2019 11:55,19/12/2023 14:08,SUB30714,1,BL9VGG8BHW,"InChI=1S/C16H16ClNO2S.C6H6O3S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14;7-10(8,9)6-4-2-1-3-5-6/h2-5,7,9,15H,6,8,10H2,1H3;1-5H,(H,7,8,9)/t15-;/m0./s1",COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.C1=CC=C(C=C1)S(=O)(=O)O,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)c1ccccc1,1,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",GKTWGGQPFAXNFI-HNNXBMFYSA-N,CHEMBL1771,FALSE
1156,1156,1156,NITISINONE,972,NITISINONE,Chemical,C14H10F3NO5,,OUBCNLGXQFSTLU-UHFFFAOYSA-N,,25/07/2019 11:55,31/07/2023 11:00,SUB09313MIG,1,K5BN214699,"InChI=1S/C14H10F3NO5/c15-14(16,17)7-4-5-8(9(6-7)18(22)23)13(21)12-10(19)2-1-3-11(12)20/h4-6,12H,1-3H2",C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],1,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],"InChI=1S/C14H10F3NO5/c15-14(16,17)7-4-5-8(9(6-7)18(22)23)13(21)12-10(19)2-1-3-11(12)20/h4-6,12H,1-3H2",OUBCNLGXQFSTLU-UHFFFAOYSA-N,CHEMBL1337,FALSE
1157,1157,1157,BREXPIPRAZOLE,973,BREXPIPRAZOLE,Chemical,C25H27N3O2S,,ZKIAIYBUSXZPLP-UHFFFAOYSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB91646,1,2J3YBM1K8C,"InChI=1S/C25H27N3O2S/c29-25-9-7-19-6-8-20(18-22(19)26-25)30-16-2-1-11-27-12-14-28(15-13-27)23-4-3-5-24-21(23)10-17-31-24/h3-10,17-18H,1-2,11-16H2,(H,26,29)",C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,1,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,"InChI=1S/C25H27N3O2S/c29-25-9-7-19-6-8-20(18-22(19)26-25)30-16-2-1-11-27-12-14-28(15-13-27)23-4-3-5-24-21(23)10-17-31-24/h3-10,17-18H,1-2,11-16H2,(H,26,29)",ZKIAIYBUSXZPLP-UHFFFAOYSA-N,CHEMBL2105760,FALSE
1158,1158,1158,VORICONAZOLE,974,VORICONAZOLE,Chemical,C16H14F3N5O,,BCEHBSKCWLPMDN-MGPLVRAMSA-N,,25/07/2019 11:55,21/12/2023 11:17,SUB00087MIG,1,JFU09I87TR,"InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3/t10-,16+/m0/s1",C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,"InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3/t10-,16+/m0/s1",BCEHBSKCWLPMDN-MGPLVRAMSA-N,CHEMBL638,FALSE
1159,1159,1159,RIVASTIGMINE HYDROGEN TARTRATE,975,RIVASTIGMINE HYDROGEN TARTRATE,Chemical,C14H22N2O2.C4H6O6,,GWHQHAUAXRMMOT-MBANBULQSA-N,,25/07/2019 11:55,13/09/2023 13:48,SUB04257MIG,1,9IY2357JPE,"InChI=1S/C14H22N2O2.C4H6O6/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4;5-1(3(7)8)2(6)4(9)10/h7-11H,6H2,1-5H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;1-,2-/m01/s1",CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,"InChI=1S/C14H22N2O2/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4/h7-11H,6H2,1-5H3/t11-/m0/s1",XSVMFMHYUFZWBK-NSHDSACASA-N,CHEMBL636,FALSE
1160,1160,1160,RIVASTIGMINE HYDROGEN TARTRATE,976,RIVASTIGMINE HYDROGEN TARTRATE,Chemical,C14H22N2O2.C4H6O6,,GWHQHAUAXRMMOT-MBANBULQSA-N,,25/07/2019 11:55,13/09/2023 13:48,SUB04257MIG,1,9IY2357JPE,"InChI=1S/C14H22N2O2.C4H6O6/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4;5-1(3(7)8)2(6)4(9)10/h7-11H,6H2,1-5H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;1-,2-/m01/s1",CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,"InChI=1S/C14H22N2O2/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4/h7-11H,6H2,1-5H3/t11-/m0/s1",XSVMFMHYUFZWBK-NSHDSACASA-N,CHEMBL636,FALSE
1161,1161,1161,RIVASTIGMINE,977,RIVASTIGMINE,Chemical,C14H22N2O2,,XSVMFMHYUFZWBK-NSHDSACASA-N,,25/07/2019 11:55,13/09/2023 13:48,SUB10345MIG,1,PKI06M3IW0,"InChI=1S/C14H22N2O2/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4/h7-11H,6H2,1-5H3/t11-/m0/s1",CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,1,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,"InChI=1S/C14H22N2O2/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4/h7-11H,6H2,1-5H3/t11-/m0/s1",XSVMFMHYUFZWBK-NSHDSACASA-N,CHEMBL636,FALSE
1162,1162,1162,ROXADUSTAT,978,ROXADUSTAT,Chemical,C19H16N2O5,,YOZBGTLTNGAVFU-UHFFFAOYSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB177211,1,X3O30D9YMX,"InChI=1S/C19H16N2O5/c1-11-15-9-13(26-12-5-3-2-4-6-12)7-8-14(15)18(24)17(21-11)19(25)20-10-16(22)23/h2-9,24H,10H2,1H3,(H,20,25)(H,22,23)",CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,1,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,"InChI=1S/C19H16N2O5/c1-11-15-9-13(26-12-5-3-2-4-6-12)7-8-14(15)18(24)17(21-11)19(25)20-10-16(22)23/h2-9,24H,10H2,1H3,(H,20,25)(H,22,23)",YOZBGTLTNGAVFU-UHFFFAOYSA-N,CHEMBL2338329,FALSE
1163,1163,1163,BETAINE,979,BETAINE,Chemical,C5H11NO2,,KWIUHFFTVRNATP-UHFFFAOYSA-N,,25/07/2019 11:55,11/09/2023 10:37,SUB13055MIG,1,3SCV180C9W,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",C[N+](C)(C)CC(=O)[O-],C[N+](C)(C)CC(=O)[O-],1,C[N+](C)(C)CC(=O)[O-],"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",KWIUHFFTVRNATP-UHFFFAOYSA-N,CHEMBL1182,FALSE
1164,1164,1164,ZONISAMIDE,980,ZONISAMIDE,Chemical,C8H8N2O3S,,UBQNRHZMVUUOMG-UHFFFAOYSA-N,,25/07/2019 11:55,21/12/2023 11:26,SUB00187MIG,1,459384H98V,"InChI=1S/C8H8N2O3S/c9-14(11,12)5-7-6-3-1-2-4-8(6)13-10-7/h1-4H,5H2,(H2,9,11,12)",C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,NS(=O)(=O)Cc1noc2ccccc12,1,NS(=O)(=O)Cc1noc2ccccc12,"InChI=1S/C8H8N2O3S/c9-14(11,12)5-7-6-3-1-2-4-8(6)13-10-7/h1-4H,5H2,(H2,9,11,12)",UBQNRHZMVUUOMG-UHFFFAOYSA-N,CHEMBL750,FALSE
1165,1165,1165,LINAGLIPTIN,981,LINAGLIPTIN,Chemical,C25H28N8O2,,LTXREWYXXSTFRX-QGZVFWFLSA-N,,25/07/2019 11:55,19/12/2023 14:17,SUB31340,1,3X29ZEJ4R2,"InChI=1S/C25H28N8O2/c1-4-5-13-32-21-22(29-24(32)31-12-8-9-17(26)14-31)30(3)25(35)33(23(21)34)15-20-27-16(2)18-10-6-7-11-19(18)28-20/h6-7,10-11,17H,8-9,12-15,26H2,1-3H3/t17-/m1/s1",CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,1,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,"InChI=1S/C25H28N8O2/c1-4-5-13-32-21-22(29-24(32)31-12-8-9-17(26)14-31)30(3)25(35)33(23(21)34)15-20-27-16(2)18-10-6-7-11-19(18)28-20/h6-7,10-11,17H,8-9,12-15,26H2,1-3H3/t17-/m1/s1",LTXREWYXXSTFRX-QGZVFWFLSA-N,CHEMBL237500,FALSE
1166,1166,1166,METFORMIN HYDROCHLORIDE,981,METFORMIN HYDROCHLORIDE,Chemical,C4H11N5.ClH,,OETHQSJEHLVLGH-UHFFFAOYSA-N,,25/07/2019 11:55,20/12/2023 15:52,SUB03200MIG,1,786Z46389E,"InChI=1S/C4H11N5.ClH/c1-9(2)4(7)8-3(5)6;/h1-2H3,(H5,5,6,7,8);1H",CN(C)C(=N)N=C(N)N.Cl,CN(C)C(=N)N=C(N)N.Cl,1,CN(C)C(=N)N=C(N)N,"InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)",XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,FALSE
1167,1167,1167,NILOTINIB HYDROCHLORIDE MONOHYDRATE,982,NILOTINIB HYDROCHLORIDE MONOHYDRATE,Chemical,C28H22F3N7O.ClH.H2O,,YCBPQSYLYYBPDW-UHFFFAOYSA-N,,25/07/2019 11:55,17/05/2023 13:28,SUB25647,1,5JHU0N1R6K,"InChI=1S/C28H22F3N7O.ClH.H2O/c1-17-5-6-19(10-25(17)37-27-33-9-7-24(36-27)20-4-3-8-32-14-20)26(39)35-22-11-21(28(29,30)31)12-23(13-22)38-15-18(2)34-16-38;;/h3-16H,1-2H3,(H,35,39)(H,33,36,37);1H;1H2",CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.O.Cl,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1.Cl,1,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,"InChI=1S/C28H22F3N7O/c1-17-5-6-19(10-25(17)37-27-33-9-7-24(36-27)20-4-3-8-32-14-20)26(39)35-22-11-21(28(29,30)31)12-23(13-22)38-15-18(2)34-16-38/h3-16H,1-2H3,(H,35,39)(H,33,36,37)",HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL255863,FALSE
1168,1168,1168,CAPSAICIN,983,CAPSAICIN,Chemical,C18H27NO3,,YKPUWZUDDOIDPM-SOFGYWHQSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB13229MIG,1,S07O44R1ZM,"InChI=1S/C18H27NO3/c1-14(2)8-6-4-5-7-9-18(21)19-13-15-10-11-16(20)17(12-15)22-3/h6,8,10-12,14,20H,4-5,7,9,13H2,1-3H3,(H,19,21)/b8-6+",CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,1,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,"InChI=1S/C18H27NO3/c1-14(2)8-6-4-5-7-9-18(21)19-13-15-10-11-16(20)17(12-15)22-3/h6,8,10-12,14,20H,4-5,7,9,13H2,1-3H3,(H,19,21)/b8-6+",YKPUWZUDDOIDPM-SOFGYWHQSA-N,CHEMBL294199,FALSE
1169,1169,1169,LUTETIUM (177LU) CHLORIDE,984,LUTETIUM (177LU) CHLORIDE,Chemical,3Cl.Lu,,AEDROEGYZIARPU-SUNKFXMWSA-K,,25/07/2019 11:55,17/05/2023 13:29,SUB168687,1,1U477369SN,InChI=1S/3ClH.Lu/h3*1H;/q;;;+3/p-3/i;;;1+2,[Cl-].[Cl-].[Cl-].[177Lu+3],[177Lu+3].[Cl-].[Cl-].[Cl-],1,[Cl-].[Cl-].[Cl-].[Lu+3],InChI=1S/3ClH.Lu/h3*1H;/q;;;+3/p-3,AEDROEGYZIARPU-UHFFFAOYSA-K,,TRUE
1170,1170,1170,ATAZANAVIR SULPHATE,985,,,,,DQSGVVGOPRWTKI-QVFAWCHISA-N,,,,,,,"InChI=1S/C38H52N6O7.H2O4S/c1-37(2,3)31(41-35(48)50-7)33(46)40-29(22-25-14-10-9-11-15-25)30(45)24-44(43-34(47)32(38(4,5)6)42-36(49)51-8)23-26-17-19-27(20-18-26)28-16-12-13-21-39-28;1-5(2,3)4/h9-21,29-32,45H,22-24H2,1-8H3,(H,40,46)(H,41,48)(H,42,49)(H,43,47);(H2,1,2,3,4)/t29-,30-,31+,32+;/m0./s1",CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC.OS(=O)(=O)O,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,1,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,"InChI=1S/C38H52N6O7/c1-37(2,3)31(41-35(48)50-7)33(46)40-29(22-25-14-10-9-11-15-25)30(45)24-44(43-34(47)32(38(4,5)6)42-36(49)51-8)23-26-17-19-27(20-18-26)28-16-12-13-21-39-28/h9-21,29-32,45H,22-24H2,1-8H3,(H,40,46)(H,41,48)(H,42,49)(H,43,47)/t29-,30-,31+,32+/m0/s1",AXRYRYVKAWYZBR-GASGPIRDSA-N,CHEMBL1163,FALSE
1171,1171,1171,ERTUGLIFLOZIN L-PYROGLUTAMIC ACID,986,ERTUGLIFLOZIN L-PYROGLUTAMIC ACID,Chemical,C22H25ClO7.C5H7NO3,,YHIUPZFKHZTLSH-LXYIGGQGSA-N,,25/07/2019 11:55,17/05/2023 13:29,SUB183898,1,MLU731K321,"InChI=1S/C22H25ClO7.C5H7NO3/c1-2-28-16-6-3-13(4-7-16)9-14-10-15(5-8-17(14)23)22-20(27)18(25)19(26)21(11-24,30-22)12-29-22;7-4-2-1-3(6-4)5(8)9/h3-8,10,18-20,24-27H,2,9,11-12H2,1H3;3H,1-2H2,(H,6,7)(H,8,9)/t18-,19-,20+,21-,22-;3-/m00/s1",CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@@]34[C@@H]([C@H]([C@@H]([C@@](O3)(CO4)CO)O)O)O)Cl.C1CC(=O)N[C@@H]1C(=O)O,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1.O=C1CC[C@@H](C(=O)O)N1,1,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,"InChI=1S/C22H25ClO7/c1-2-28-16-6-3-13(4-7-16)9-14-10-15(5-8-17(14)23)22-20(27)18(25)19(26)21(11-24,30-22)12-29-22/h3-8,10,18-20,24-27H,2,9,11-12H2,1H3/t18-,19-,20+,21-,22-/m0/s1",MCIACXAZCBVDEE-CUUWFGFTSA-N,CHEMBL1770248,FALSE
1172,1172,1172,METFORMIN HYDROCHLORIDE,986,METFORMIN HYDROCHLORIDE,Chemical,C4H11N5.ClH,,OETHQSJEHLVLGH-UHFFFAOYSA-N,,25/07/2019 11:55,20/12/2023 15:52,SUB03200MIG,1,786Z46389E,"InChI=1S/C4H11N5.ClH/c1-9(2)4(7)8-3(5)6;/h1-2H3,(H5,5,6,7,8);1H",CN(C)C(=N)N=C(N)N.Cl,CN(C)C(=N)N=C(N)N.Cl,1,CN(C)C(=N)N=C(N)N,"InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)",XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,FALSE
1173,1173,1173,PALBOCICLIB,987,PALBOCICLIB,Chemical,C24H29N7O2,,AHJRHEGDXFFMBM-UHFFFAOYSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB177204,1,G9ZF61LE7G,"InChI=1S/C24H29N7O2/c1-15-19-14-27-24(28-20-8-7-18(13-26-20)30-11-9-25-10-12-30)29-22(19)31(17-5-3-4-6-17)23(33)21(15)16(2)32/h7-8,13-14,17,25H,3-6,9-12H2,1-2H3,(H,26,27,28,29)",CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,1,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,"InChI=1S/C24H29N7O2/c1-15-19-14-27-24(28-20-8-7-18(13-26-20)30-11-9-25-10-12-30)29-22(19)31(17-5-3-4-6-17)23(33)21(15)16(2)32/h7-8,13-14,17,25H,3-6,9-12H2,1-2H3,(H,26,27,28,29)",AHJRHEGDXFFMBM-UHFFFAOYSA-N,CHEMBL189963,FALSE
