Column1,Category,Medicine name,Therapeutic area,International non-proprietary name (INN) / common name,Active substance,Product number,Patient safety,Authorisation status,ATC code,Additional monitoring,Generic,Conditional approval,Exceptional circumstances,Accelerated assessment,Orphan medicine,Marketing authorisation date,Date of refusal of marketing authorisation,Marketing authorisation holder/company name,Human pharmacotherapeutic group,Date of opinion,Decision date,Revision number,Condition / indication,First published,Revision date,URL,InChI_Keys,PDF_URL
1803,Human,Budesonide/Formoterol Teva Pharma B.V.,Asthma,"budesonide, formoterol fumarate dihydrate","['BUDESONIDE', 'FORMOTEROL']",EMEA/H/C/003953,no,Withdrawn,R03AK07,no,no,no,no,no,no,19/11/2014,,Teva Pharma B.V.,"Drugs for obstructive airway diseases, ",,16/12/2016,1,"Budesonide/Formoterol Teva Pharma B.V. is indicated in adults 18 years of age and older only.AsthmaBudesonide/Formoterol Teva Pharma B.V. is indicated in the regular treatment of asthma, where use of a combination (inhaled corticosteroid and long-acting ?2 adrenoceptor agonist) is appropriate: orin patients not adequately controlled with inhaled corticosteroids and “as needed” inhaled short-acting ?2 adrenoceptor agonists.in patients already adequately controlled on both inhaled corticosteroids and long-acting ?2 adrenoceptor agonists. ",16/12/2016,30/01/2017,https://www.ema.europa.eu/en/medicines/human/EPAR/budesonideformoterol-teva-pharma-bv,"[nan, 'BPZSYCZIITTYBL-YJYMSZOUSA-N']",https://www.ema.europa.eu/en/documents/product-information/budesonideformoterol-teva-pharma-bv-epar-product-information_en.pdf
1804,Human,Vylaer Spiromax,"Pulmonary Disease, Chronic Obstructive;  Asthma","budesonide, formoterol","['BUDESONIDE', 'FORMOTEROL FUMARATE DIHYDRATE']",EMEA/H/C/003952,no,Withdrawn,R03AK07,no,no,no,no,no,no,19/11/2014,,Teva Pharma B.V.,"Drugs for obstructive airway diseases, ",,09/01/2017,3,"Vylaer Spiromax is indicated in adults 18 years of age and older only.AsthmaVylaer Spiromax is indicated in the regular treatment of asthma, where use of a combination (inhaled corticosteroid and long-acting ?2 adrenoceptor agonist) is appropriate:in patients not adequately controlled with inhaled corticosteroids and “as needed” inhaled short-acting ?2 adrenoceptor agonists.orin patients already adequately controlled on both inhaled corticosteroids and long-acting ?2 adrenoceptor agonists.COPDSymptomatic treatment of patients with severe COPD (FEV1 < 50% predicted normal) and a history of repeated exacerbations, who have significant symptoms despite regular therapy with long-acting bronchodilators.",09/01/2017,26/01/2017,https://www.ema.europa.eu/en/medicines/human/EPAR/vylaer-spiromax,"[nan, 'RATSWNOMCHFQGJ-AYJOUMQSSA-N']",https://www.ema.europa.eu/en/documents/product-information/vylaer-spiromax-epar-product-information_en.pdf
1807,Human,Capecitabine SUN,Stomach Neoplasms;  Breast Neoplasms;  Colonic Neoplasms;  Colorectal Neoplasms,capecitabine,['CAPECITABINE'],EMEA/H/C/002050,no,Withdrawn,L01BC06,no,yes,no,no,no,no,21/06/2013,,Sun Pharmaceutical Industries Europe B.V.,capecitabine,,21/06/2016,3,Capecitabine is indicated for the adjuvant treatment of patients following surgery of stage-III (Dukes’ stage-C) colon cancer.Capecitabine is indicated for the treatment of metastatic colorectal cancer.Capecitabine is indicated for first-line treatment of advanced gastric cancer in combination with a platinum-based regimen.Capecitabine in combination with docetaxel is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy. Previous therapy should have included an anthracycline. Capecitabine is also indicated as monotherapy for the treatment of patients with locally advanced or metastatic breast cancer after failure of taxanes and an anthracycline-containing chemotherapy regimen or for whom further anthracycline therapy is not indicated.,21/06/2016,22/12/2016,https://www.ema.europa.eu/en/medicines/human/EPAR/capecitabine-sun,['GAGWJHPBXLXJQN-UORFTKCHSA-N'],https://www.ema.europa.eu/en/documents/product-information/capecitabine-sun-epar-product-information_en.pdf
1809,Human,Pantecta Control,Gastroesophageal Reflux,pantoprazole,['PANTOPRAZOLE'],EMEA/H/C/001099,no,Withdrawn,A02BC02,no,no,no,no,no,no,12/06/2009,,Takeda GmbH,Proton pump inhibitors,,19/09/2016,7,"Short-term treatment of reflux symptoms (e.g. heartburn, acid regurgitation) in adults.",19/09/2016,15/11/2016,https://www.ema.europa.eu/en/medicines/human/EPAR/pantecta-control,['IQPSEEYGBUAQFF-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/pantecta-control-epar-product-information_en.pdf
1810,Human,Incivo,"Hepatitis C, Chronic",telaprevir,['TELAPREVIR'],EMEA/H/C/002313,no,Withdrawn,J05AE,yes,no,no,no,no,no,19/09/2011,,Janssen-Cilag International N.V.,Antivirals for systemic use,,25/06/2015,19,"Incivo, in combination with peginterferon alfa and ribavirin, is indicated for the treatment of genotype-1 chronic hepatitis C in adult patients with compensated liver disease (including cirrhosis):who are treatment naïve;who have previously been treated with interferon alfa (pegylated or non-pegylated) alone or in combination with ribavirin, including relapsers, partial responders and null responders.",25/06/2015,06/10/2016,https://www.ema.europa.eu/en/medicines/human/EPAR/incivo,['BBAWEDCPNXPBQM-GDEBMMAJSA-N'],https://www.ema.europa.eu/en/documents/product-information/incivo-epar-product-information_en.pdf
1811,Human,Zoledronic acid Teva Generics,Osteoporosis;  Osteitis Deformans,zoledronic acid,['ZOLEDRONIC ACID MONOHYDRATE'],EMEA/H/C/002805,no,Withdrawn,M05BA08,no,yes,no,no,no,no,27/03/2014,,Teva Generics B.V,Bisphosphonates,23/01/2014,13/07/2015,2,"Treatment of osteoporosisin post-menopausal womenin adult menat increased risk of fracture, including those with recent low-trauma hip fracture.Treatment of osteoporosis associated with long-term systemic glucocorticoid therapyin post-menopausal womenin adult menat increased risk of fracture.Treatment of Paget's disease of the bone in adults.",13/07/2015,08/08/2016,https://www.ema.europa.eu/en/medicines/human/EPAR/zoledronic-acid-teva-generics,['FUXFIVRTGHOMSO-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/zoledronic-acid-teva-generics-epar-product-information_en.pdf
1817,Human,Avandamet,"Diabetes Mellitus, Type 2","rosiglitazone, metformin","['ROSIGLITAZONE', 'METFORMIN HYDROCHLORIDE']",EMEA/H/C/000522,no,Withdrawn,A10BD03,no,no,no,no,no,no,20/10/2003,,SmithKline Beecham Plc,Drugs used in diabetes,,03/12/2010,16,"AVANDAMET is indicated in the treatment of type 2 diabetes mellitus patients, particularly overweight patients:who are unable to achieve sufficient glycaemic control at their maximally tolerated dose of oral metformin alone.in triple oral therapy with sulphonylurea in patients with insufficient glycaemic control despite dual oral therapy with their maximally tolerated dose of metformin and a sulphonylurea (see section 4.4).",03/12/2010,08/06/2016,https://www.ema.europa.eu/en/medicines/human/EPAR/avandamet,"['YASAKCUCGLMORW-UHFFFAOYSA-N', 'OETHQSJEHLVLGH-UHFFFAOYSA-N']",https://www.ema.europa.eu/en/documents/product-information/avandamet-epar-product-information_en.pdf
1818,Human,Avandia,"Diabetes Mellitus, Type 2",rosiglitazone,['ROSIGLITAZONE'],EMEA/H/C/000268,no,Withdrawn,A10BG02,no,no,no,no,no,no,11/07/2000,,SmithKline Beecham Plc,Drugs used in diabetes,,03/12/2010,23,"Rosiglitazone is indicated in the treatment of type 2 diabetes mellitus:as monotherapy-in patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intoleranceas dual oral therapy in combination with-metformin, in patients (particularly overweight patients) with insufficient glycaemic control despite maximal tolerated dose of monotherapy with metformin-a sulphonylurea, only in patients who show intolerance to metformin or for whom metformin is contraindicated, with insufficient glycaemic control despite monotherapy with a sulphonylureaas triple oral therapy in combination with-metformin and a sulphonylurea, in patients (particularly overweight patients) with insufficient glycaemic control despite dual oral therapy (see section 4.4).",03/12/2010,08/06/2016,https://www.ema.europa.eu/en/medicines/human/EPAR/avandia,['YASAKCUCGLMORW-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/avandia-epar-product-information_en.pdf
1821,Human,Repso,"Arthritis, Rheumatoid;  Arthritis, Psoriatic",leflunomide,['LEFLUNOMIDE'],EMEA/H/C/001222,no,Withdrawn,L04AA13,no,yes,no,no,no,no,14/03/2011,,Teva B.V.,Immunosuppressants,,30/03/2016,11,"Leflunomide is indicated for the treatment of adult patients with:active rheumatoid arthritis as a ‘disease-modifying antirheumatic drug’ (DMARD);active psoriatic arthritis.Recent or concurrent treatment with hepatotoxic or haematotoxic DMARDs (e.g. methotrexate) may result in an increased risk of serious adverse reactions; therefore, the initiation of leflunomide treatment has to be carefully considered regarding these benefit / risk aspects.Moreover, switching from leflunomide to another DMARD without following the washout procedure may also increase the risk of serious adverse reactions even for a long time after the switching.",30/03/2016,21/04/2016,https://www.ema.europa.eu/en/medicines/human/EPAR/repso,['VHOGYURTWQBHIL-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/repso-epar-product-information_en.pdf
1822,Human,Foscan,"Head and Neck Neoplasms;  Carcinoma, Squamous Cell",temoporfin,['TEMOPORFIN'],EMEA/H/C/000318,no,Authorised,L01XD05,no,no,no,no,no,no,24/10/2001,,Biolitec Pharma Ltd,Antineoplastic agents,,29/03/2016,18,"Foscan is indicated for the palliative treatment of patients with advanced head and neck squamous cell carcinoma failing prior therapies and unsuitable for radiotherapy, surgery or systemic chemotherapy.",29/03/2016,18/04/2016,https://www.ema.europa.eu/en/medicines/human/EPAR/foscan,['LYPFDBRUNKHDGX-LWQDQPMZSA-N'],https://www.ema.europa.eu/en/documents/product-information/foscan-epar-product-information_en.pdf
1825,Human,Nuedexta,Neurobehavioral Manifestations,"dextromethorphan hydrobromide, quinidine sulfate","['DEXTROMETHORPHAN', 'QUINIDINE']",EMEA/H/C/002560,no,Withdrawn,N07XX59,no,no,no,no,no,no,24/06/2013,,Jenson Pharmaceutical Services Limited,Other nervous system drugs,,24/10/2014,2,Nuedexta is indicated for the symptomatic treatment of pseudobulbar affect (PBA) in adults. Efficacy has only been studied in patients with underlying amyotrophic lateral sclerosis or multiple sclerosis.,24/10/2014,11/03/2016,https://www.ema.europa.eu/en/medicines/human/EPAR/nuedexta,"['MKXZASYAUGDDCJ-NJAFHUGGSA-N', 'LOUPRKONTZGTKE-LHHVKLHASA-N']",https://www.ema.europa.eu/en/documents/product-information/nuedexta-epar-product-information_en.pdf
1826,Human,Paglitaz,"Diabetes Mellitus, Type 2",pioglitazone,['PIOGLITAZONE HYDROCHLORIDE'],EMEA/H/C/002309,no,Withdrawn,A10BG03,no,yes,no,no,no,no,21/03/2012,,"Krka, d.d., Novo mesto",Drugs used in diabetes,,15/01/2014,1,"Pioglitazone is indicated as second or third line treatment of type 2 diabetes mellitus as described below:as monotherapyin adult patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance;as dual oral therapy in combination withmetformin, in adult patients (particularly overweight patients) with insufficient glycaemic control despite maximal tolerated dose of monotherapy with metformin;a sulphonylurea, only in adult patients who show intolerance to metformin or for whom metformin is contraindicated, with insufficient glycaemic control despite maximal tolerated dose of monotherapy with a sulphonylurea;as triple oral therapy in combination withmetformin and a sulphonylurea, in adult patients (particularly overweight patients) with insufficient glycaemic control despite dual oral therapy.Pioglitazone is also indicated for combination with insulin in type 2 diabetes mellitus in adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance. After initiation of therapy with pioglitazone, patients should be reviewed after 3 to 6 months to assess adequacy of response to treatment (e.g. reduction in HbA1c). In patients who fail to show an adequate response, pioglitazone should be discontinued. In light of potential risks with prolonged therapy, prescribers should confirm at subsequent routine reviews that the benefit of pioglitazone is maintained. ",15/01/2014,10/03/2016,https://www.ema.europa.eu/en/medicines/human/EPAR/paglitaz,['GHUUBYQTCDQWRA-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/paglitaz-epar-product-information_en.pdf
1833,Human,Sonata,Sleep Initiation and Maintenance Disorders,zaleplon,['ZALEPLON'],EMEA/H/C/000227,no,Withdrawn,N05CF03,no,no,no,no,no,no,12/03/1999,,Meda AB,Psycholeptics,,03/07/2015,19,"Sonata is indicated for the treatment of patients with insomnia who have difficulty falling asleep. It is indicated only when the disorder is severe, disabling or subjecting the individual to extreme distress.",03/07/2015,21/10/2015,https://www.ema.europa.eu/en/medicines/human/EPAR/sonata,['HUNXMJYCHXQEGX-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/sonata-epar-product-information_en.pdf
1837,Human,Rienso,"Anemia;  Kidney Failure, Chronic",ferumoxytol,['FERUMOXYTOL'],EMEA/H/C/002215,no,Withdrawn,B03,yes,no,no,no,no,no,15/06/2012,,Takeda Pharma A/S,Other antianemic preparations,,13/04/2015,7,Rienso is indicated for the intravenous treatment of iron-deficiency anaemia in adult patients with chronic kidney disease (CKD).The diagnosis of iron deficiency must be based on appropriate laboratory tests (see section 4.2).,13/04/2015,13/07/2015,https://www.ema.europa.eu/en/medicines/human/EPAR/rienso,['WTFXARWRTYJXII-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/rienso-epar-product-information_en.pdf
1838,Human,Clopidogrel DURA,Peripheral Vascular Diseases;  Stroke;  Myocardial Infarction,clopidogrel,['CLOPIDOGREL (AS HYDROCHLORIDE)'],EMEA/H/C/001132,no,Withdrawn,B01AC04,no,yes,no,no,no,no,21/07/2009,,Mylan dura GmbH,Antithrombotic agents,,05/05/2015,6,"Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:Patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.",05/05/2015,10/07/2015,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-dura,['not found'],https://www.ema.europa.eu/en/documents/product-information/clopidogrel-dura-epar-product-information_en.pdf
1839,Human,Quadramet,Pain;  Cancer,samarium [153Sm] lexidronam pentasodium,['SAMARIUM (153SM) LEXIDRONAM PENTASODIUM'],EMEA/H/C/000150,no,Authorised,V10BX02,no,no,no,no,no,no,04/02/1998,,CIS bio international,Therapeutic radiopharmaceuticals,,03/05/2015,15,Quadramet is indicated for the relief of bone pain in patients with multiple painful osteoblastic skeletal metastases which take up technetium [99mTc]-labelled biphosphonates on bone scan.The presence of osteoblastic metastases which take up technetium [99mTc]-labelled biphosphonates should be confirmed prior to therapy.,04/05/2015,03/06/2015,https://www.ema.europa.eu/en/medicines/human/EPAR/quadramet,['SZZACTGRBZTAKY-NKNBZPHVSA-F'],https://www.ema.europa.eu/en/documents/product-information/quadramet-epar-product-information_en.pdf
1843,Human,Docetaxel Mylan,"Head and Neck Neoplasms;  Carcinoma, Non-Small-Cell Lung;  Adenocarcinoma;  Prostatic Neoplasms;  Breast Neoplasms",docetaxel,['DOCETAXEL'],EMEA/H/C/002317,no,Withdrawn,L01CD02,no,yes,no,no,no,no,31/01/2012,,Mylan S.A.S.,Antineoplastic agents,,01/02/2015,6,"Treatment of breast cancer, special forms of lung cancer (non-small-cell lung cancer), prostate cancer, gastric cancer, or head and neck cancer.",01/02/2015,12/03/2015,https://www.ema.europa.eu/en/medicines/human/EPAR/docetaxel-mylan-0,['ZDZOTLJHXYCWBA-VCVYQWHSSA-N'],https://www.ema.europa.eu/en/documents/product-information/docetaxel-mylan-epar-product-information_en.pdf
1846,Human,Clopidogrel Teva Pharma B.V.,Peripheral Vascular Diseases;  Acute Coronary Syndrome;  Myocardial Infarction;  Stroke,clopidogrel,['CLOPIDOGREL (AS HYDROBROMIDE)'],EMEA/H/C/001226,no,Withdrawn,B01AC04,no,yes,no,no,no,no,16/06/2011,,Teva Pharma B.V. ,Antithrombotic agents,,21/10/2014,4,"Prevention of atherothrombotic eventsClopidogrel is indicated in:adult patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease;adult patients suffering from acute coronary syndrome: non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA);ST segment elevation acute myocardial infarction, in combination with ASA in medically treated patients eligible for thrombolytic therapy.Prevention of atherothrombotic and thromboembolic events in atrial fibrillationIn adult patients with atrial fibrillation who have at least one risk factor for vascular events, are not suitable for treatment with vitamin-K antagonists (VKA) and who have a low bleeding risk, clopidogrel is indicated in combination with ASA for the prevention of atherothrombotic and thromboembolic events, including stroke.",21/10/2014,03/02/2015,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-teva-pharma-bv,['not found'],https://www.ema.europa.eu/en/documents/product-information/clopidogrel-teva-pharma-bv-epar-product-information_en.pdf
