Column2,Column1,active_PSS,product,Substance_Name,Substance_Type,Molecular_Formula,Molecular_Weight,Inchikey,Comment,Created_Date,Last_Updated_Date,External_Code_XEVMPD,External_Code_SVG,External_Code_UNII,pss_inchi,IsomericSMILES
1312,1312,DASATINIB,1104,DASATINIB,Chemical,C22H26ClN7O2S,,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,,25/07/2019 11:55,20/12/2023 11:27,SUB23322,1,X78UG0A0RN,"InChI=1S/C22H26ClN7O2S/c1-14-4-3-5-16(23)20(14)28-21(32)17-13-24-22(33-17)27-18-12-19(26-15(2)25-18)30-8-6-29(7-9-30)10-11-31/h3-5,12-13,31H,6-11H2,1-2H3,(H,28,32)(H,24,25,26,27)",CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
1313,1313,DASATINIB,1105,DASATINIB,Chemical,C22H26ClN7O2S,,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,,25/07/2019 11:55,20/12/2023 11:27,SUB23322,1,X78UG0A0RN,"InChI=1S/C22H26ClN7O2S/c1-14-4-3-5-16(23)20(14)28-21(32)17-13-24-22(33-17)27-18-12-19(26-15(2)25-18)30-8-6-29(7-9-30)10-11-31/h3-5,12-13,31H,6-11H2,1-2H3,(H,28,32)(H,24,25,26,27)",CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
1314,1314,THIOTEPA,1106,THIOTEPA,Chemical,C6H12N3PS,,FOCVUCIESVLUNU-UHFFFAOYSA-N,,25/07/2019 11:55,21/12/2023 10:30,SUB10985MIG,1,905Z5W3GKH,"InChI=1S/C6H12N3PS/c11-10(7-1-2-7,8-3-4-8)9-5-6-9/h1-6H2",C1CN1P(=S)(N2CC2)N3CC3
1315,1315,THIOTEPA,1107,THIOTEPA,Chemical,C6H12N3PS,,FOCVUCIESVLUNU-UHFFFAOYSA-N,,25/07/2019 11:55,21/12/2023 10:30,SUB10985MIG,1,905Z5W3GKH,"InChI=1S/C6H12N3PS/c11-10(7-1-2-7,8-3-4-8)9-5-6-9/h1-6H2",C1CN1P(=S)(N2CC2)N3CC3
1316,1316,AZACITIDINE,1108,AZACITIDINE,Chemical,C8H12N4O5,,NMUSYJAQQFHJEW-KVTDHHQDSA-N,,25/07/2019 11:55,18/12/2023 14:48,SUB05624MIG,1,M801H13NRU,"InChI=1S/C8H12N4O5/c9-7-10-2-12(8(16)11-7)6-5(15)4(14)3(1-13)17-6/h2-6,13-15H,1H2,(H2,9,11,16)/t3-,4-,5-,6-/m1/s1",C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N
1317,1317,ALECTINIB HYDROCHLORIDE,1109,ALECTINIB HYDROCHLORIDE,Chemical,C30H34N4O2.ClH,,GYABBVHSRIHYJR-UHFFFAOYSA-N,,25/07/2019 11:55,17/05/2023 13:29,SUB177048,1,P9YY73LO6J,"InChI=1S/C30H34N4O2.ClH/c1-4-20-16-23-24(17-26(20)34-9-7-21(8-10-34)33-11-13-36-14-12-33)30(2,3)29-27(28(23)35)22-6-5-19(18-31)15-25(22)32-29;/h5-6,15-17,21,32H,4,7-14H2,1-3H3;1H",CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C.Cl
1318,1318,GRANISETRON,1110,GRANISETRON,Chemical,C18H24N4O,,MFWNKCLOYSRHCJ-BTTYYORXNA-N,,25/07/2019 11:55,31/07/2023 11:00,SUB07964MIG,1,WZG3J2MCOL,"InChI=1/C18H24N4O/c1-21-13-6-5-7-14(21)11-12(10-13)19-18(23)17-15-8-3-4-9-16(15)22(2)20-17/h3-4,8-9,12-14H,5-7,10-11H2,1-2H3,(H,19,23)/t12-,13+,14-",CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C.Cl
1319,1319,BRINZOLAMIDE,1111,BRINZOLAMIDE,Chemical,C12H21N3O5S3,,HCRKCZRJWPKOAR-JTQLQIEISA-N,,25/07/2019 11:55,19/12/2023 13:17,SUB05892MIG,1,9451Z89515,"InChI=1S/C12H21N3O5S3/c1-3-14-10-8-15(5-4-6-20-2)23(18,19)12-9(10)7-11(21-12)22(13,16)17/h7,10,14H,3-6,8H2,1-2H3,(H2,13,16,17)/t10-/m0/s1",CCN[C@H]1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC
1320,1320,TEDIZOLID PHOSPHATE,1112,TEDIZOLID PHOSPHATE,Chemical,C17H16FN6O6P,,QCGUSIANLFXSGE-GFCCVEGCSA-N,,25/07/2019 11:55,17/05/2023 13:29,SUB35385,1,O7DRJ6R4DW,"InChI=1S/C17H16FN6O6P/c1-23-21-16(20-22-23)15-5-2-10(7-19-15)13-4-3-11(6-14(13)18)24-8-12(30-17(24)25)9-29-31(26,27)28/h2-7,12H,8-9H2,1H3,(H2,26,27,28)/t12-/m1/s1",CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4C[C@@H](OC4=O)COP(=O)(O)O)F
1321,1321,TEDIZOLID PHOSPHATE DISODIUM,1113,,,,,UAIJRGWLKLRQAH-CURYUGHLSA-L,,,,,,,"InChI=1S/C17H16FN6O6P.2Na/c1-23-21-16(20-22-23)15-5-2-10(7-19-15)13-4-3-11(6-14(13)18)24-8-12(30-17(24)25)9-29-31(26,27)28;;/h2-7,12H,8-9H2,1H3,(H2,26,27,28);;/q;2*+1/p-2/t12-;;/m1../s1",CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4C[C@@H](OC4=O)COP(=O)([O-])[O-])F.[Na+].[Na+]
1322,1322,VILDAGLIPTIN,1114,VILDAGLIPTIN,Chemical,C17H25N3O2,,SYOKIDBDQMKNDQ-XWTIBIIYSA-N,,25/07/2019 11:55,21/12/2023 11:15,SUB25199,1,I6B4B2U96P,"InChI=1S/C17H25N3O2/c18-9-14-2-1-3-20(14)15(21)10-19-16-5-12-4-13(6-16)8-17(22,7-12)11-16/h12-14,19,22H,1-8,10-11H2/t12?,13?,14-,16?,17?/m0/s1",C1C[C@H](N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N
1323,1323,METFORMIN HYDROCHLORIDE,1114,METFORMIN HYDROCHLORIDE,Chemical,C4H11N5.ClH,,OETHQSJEHLVLGH-UHFFFAOYSA-N,,25/07/2019 11:55,20/12/2023 15:52,SUB03200MIG,1,786Z46389E,"InChI=1S/C4H11N5.ClH/c1-9(2)4(7)8-3(5)6;/h1-2H3,(H5,5,6,7,8);1H",CN(C)C(=N)N=C(N)N.Cl
1324,1324,MEMANTINE HYDROCHLORIDE,1115,MEMANTINE HYDROCHLORIDE,Chemical,C12H21N.ClH,,LDDHMLJTFXJGPI-UHFFFAOYSA-N,,25/07/2019 11:55,19/12/2023 14:52,SUB03137MIG,1,JY0WD0UA60,"InChI=1S/C12H21N.ClH/c1-10-3-9-4-11(2,6-10)8-12(13,5-9)7-10;/h9H,3-8,13H2,1-2H3;1H",CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl
1325,1325,CINACALCET HYDROCHLORIDE,1116,CINACALCET HYDROCHLORIDE,Chemical,C22H22F3N.ClH,,QANQWUQOEJZMLL-PKLMIRHRSA-N,,25/07/2019 11:55,19/12/2023 14:57,SUB20068,1,1K860WSG25,"InChI=1S/C22H22F3N.ClH/c1-16(20-13-5-10-18-9-2-3-12-21(18)20)26-14-6-8-17-7-4-11-19(15-17)22(23,24)25;/h2-5,7,9-13,15-16,26H,6,8,14H2,1H3;1H/t16-;/m1./s1",C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F.Cl
1326,1326,CINACALCET HYDROCHLORIDE,1117,CINACALCET HYDROCHLORIDE,Chemical,C22H22F3N.ClH,,QANQWUQOEJZMLL-PKLMIRHRSA-N,,25/07/2019 11:55,19/12/2023 14:57,SUB20068,1,1K860WSG25,"InChI=1S/C22H22F3N.ClH/c1-16(20-13-5-10-18-9-2-3-12-21(18)20)26-14-6-8-17-7-4-11-19(15-17)22(23,24)25;/h2-5,7,9-13,15-16,26H,6,8,14H2,1H3;1H/t16-;/m1./s1",C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F.Cl
1327,1327,ARSENIC TRIOXIDE,1118,ARSENIC TRIOXIDE,Chemical,As2O3,,MOQADKPFYVWPSE-UHFFFAOYSA-N,,25/07/2019 11:55,04/09/2023 12:00,SUB12467MIG,1,S7V92P67HO,InChI=1S/As2O3/c3-1-2(4)5,O=[As][As](=O)=O
1328,1328,DEFERASIROX,1119,DEFERASIROX,Chemical,C21H15N3O4,,BOFQWVMAQOTZIW-UHFFFAOYSA-N,,25/07/2019 11:55,20/12/2023 12:16,SUB21981,1,V8G4MOF2V9,"InChI=1S/C21H15N3O4/c25-17-7-3-1-5-15(17)19-22-20(16-6-2-4-8-18(16)26)24(23-19)14-11-9-13(10-12-14)21(27)28/h1-12,25-26H,(H,27,28)",C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O
1329,1329,HYDROXYCARBAMIDE,1120,HYDROXYCARBAMIDE,Chemical,CH4N2O2,,VSNHCAURESNICA-UHFFFAOYSA-N,,25/07/2019 11:55,18/12/2023 15:01,SUB08076MIG,1,X6Q56QN5QC,"InChI=1S/CH4N2O2/c2-1(4)3-5/h5H,(H3,2,3,4)",C(=O)(N)NO
1330,1330,BUPIVACAINE,1121,BUPIVACAINE,Chemical,C18H28N2O,,LEBVLXFERQHONN-UHFFFAOYSA-N,,25/07/2019 11:55,28/07/2023 13:05,SUB05983MIG,1,Y8335394RO,"InChI=1S/C18H28N2O/c1-4-5-12-20-13-7-6-11-16(20)18(21)19-17-14(2)9-8-10-15(17)3/h8-10,16H,4-7,11-13H2,1-3H3,(H,19,21)",CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
1331,1331,MELOXICAM,1121,MELOXICAM,Chemical,C14H13N3O4S2,,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,,25/07/2019 11:55,19/12/2023 14:46,SUB08726MIG,1,VG2QF83CGL,"InChI=1S/C14H13N3O4S2/c1-8-7-15-14(22-8)16-13(19)11-12(18)9-5-3-4-6-10(9)23(20,21)17(11)2/h3-7,18H,1-2H3,(H,15,16,19)",CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
1332,1332,DOCETAXEL TRIHYDRATE,1122,DOCETAXEL TRIHYDRATE,Chemical,C43H53NO14.3H2O,,XCDIRYDKECHIPE-QHEQPUDQSA-N,,25/07/2019 11:55,20/12/2023 13:42,SUB25446,1,15H5577CQD,"InChI=1S/C43H53NO14.3H2O/c1-22-26(55-37(51)32(48)30(24-15-11-9-12-16-24)44-38(52)58-39(3,4)5)20-43(53)35(56-36(50)25-17-13-10-14-18-25)33-41(8,34(49)31(47)29(22)40(43,6)7)27(46)19-28-42(33,21-54-28)57-23(2)45;;;/h9-18,26-28,30-33,35,46-48,53H,19-21H2,1-8H3,(H,44,52);3*1H2/t26-,27-,28+,30-,31+,32+,33-,35-,41+,42-,43+;;;/m0.../s1",CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O.O.O.O
1333,1333,DOCETAXEL TRIHYDRATE,1123,DOCETAXEL TRIHYDRATE,Chemical,C43H53NO14.3H2O,,XCDIRYDKECHIPE-QHEQPUDQSA-N,,25/07/2019 11:55,20/12/2023 13:42,SUB25446,1,15H5577CQD,"InChI=1S/C43H53NO14.3H2O/c1-22-26(55-37(51)32(48)30(24-15-11-9-12-16-24)44-38(52)58-39(3,4)5)20-43(53)35(56-36(50)25-17-13-10-14-18-25)33-41(8,34(49)31(47)29(22)40(43,6)7)27(46)19-28-42(33,21-54-28)57-23(2)45;;;/h9-18,26-28,30-33,35,46-48,53H,19-21H2,1-8H3,(H,44,52);3*1H2/t26-,27-,28+,30-,31+,32+,33-,35-,41+,42-,43+;;;/m0.../s1",CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O.O.O.O
1334,1334,DOXORUBICIN HYDROCHLORIDE,1124,DOXORUBICIN HYDROCHLORIDE,Chemical,C27H29NO11.ClH,,MWWSFMDVAYGXBV-RUELKSSGSA-N,,25/07/2019 11:55,20/12/2023 13:47,SUB01827MIG,1,82F2G7BL4E,"InChI=1S/C27H29NO11.ClH/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34;/h3-5,10,13,15,17,22,29,31,33,35-36H,6-9,28H2,1-2H3;1H/t10-,13-,15-,17-,22+,27-;/m0./s1",C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl
1335,1335,OSELTAMIVIR PHOSPHATE,1125,OSELTAMIVIR PHOSPHATE,Chemical,C16H28N2O4.H3O4P,,PGZUMBJQJWIWGJ-ONAKXNSWSA-N,,25/07/2019 11:55,15/09/2023 15:24,SUB12544MIG,1,4A3O49NGEZ,"InChI=1S/C16H28N2O4.H3O4P/c1-5-12(6-2)22-14-9-11(16(20)21-7-3)8-13(17)15(14)18-10(4)19;1-5(2,3)4/h9,12-15H,5-8,17H2,1-4H3,(H,18,19);(H3,1,2,3,4)/t13-,14+,15+;/m0./s1",CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC.OP(=O)(O)O
1336,1336,OSELTAMIVIR PHOSPHATE,1126,OSELTAMIVIR PHOSPHATE,Chemical,C16H28N2O4.H3O4P,,PGZUMBJQJWIWGJ-ONAKXNSWSA-N,,25/07/2019 11:55,15/09/2023 15:24,SUB12544MIG,1,4A3O49NGEZ,"InChI=1S/C16H28N2O4.H3O4P/c1-5-12(6-2)22-14-9-11(16(20)21-7-3)8-13(17)15(14)18-10(4)19;1-5(2,3)4/h9,12-15H,5-8,17H2,1-4H3,(H,18,19);(H3,1,2,3,4)/t13-,14+,15+;/m0./s1",CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC.OP(=O)(O)O
1337,1337,LEVETIRACETAM,1127,LEVETIRACETAM,Chemical,C8H14N2O2,,HPHUVLMMVZITSG-LURJTMIESA-N,,25/07/2019 11:55,19/12/2023 14:06,SUB08459MIG,1,44YRR34555,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",CC[C@@H](C(=O)N)N1CCCC1=O
1338,1338,LEVETIRACETAM,1128,LEVETIRACETAM,Chemical,C8H14N2O2,,HPHUVLMMVZITSG-LURJTMIESA-N,,25/07/2019 11:55,19/12/2023 14:06,SUB08459MIG,1,44YRR34555,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",CC[C@@H](C(=O)N)N1CCCC1=O
1339,1339,LEVETIRACETAM,1129,LEVETIRACETAM,Chemical,C8H14N2O2,,HPHUVLMMVZITSG-LURJTMIESA-N,,25/07/2019 11:55,19/12/2023 14:06,SUB08459MIG,1,44YRR34555,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",CC[C@@H](C(=O)N)N1CCCC1=O
1340,1340,ENALAPRIL MALEATE,1130,ENALAPRIL MALEATE,Chemical,C20H28N2O5.C4H4O4,,OYFJQPXVCSSHAI-QFPUQLAESA-N,,25/07/2019 11:55,20/12/2023 12:09,SUB01884MIG,1,9O25354EPJ,"InChI=1S/C20H28N2O5.C4H4O4/c1-3-27-20(26)16(12-11-15-8-5-4-6-9-15)21-14(2)18(23)22-13-7-10-17(22)19(24)25;5-3(6)1-2-4(7)8/h4-6,8-9,14,16-17,21H,3,7,10-13H2,1-2H3,(H,24,25);1-2H,(H,5,6)(H,7,8)/b;2-1-/t14-,16-,17-;/m0./s1",CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O.C(=C\C(=O)O)\C(=O)O
1341,1341,TELMISARTAN,1131,TELMISARTAN,Chemical,C33H30N4O2,,RMMXLENWKUUMAY-UHFFFAOYSA-N,,25/07/2019 11:55,21/12/2023 10:11,SUB10874MIG,1,U5SYW473RQ,"InChI=1S/C33H30N4O2/c1-4-9-30-35-31-21(2)18-24(32-34-27-12-7-8-13-28(27)36(32)3)19-29(31)37(30)20-22-14-16-23(17-15-22)25-10-5-6-11-26(25)33(38)39/h5-8,10-19H,4,9,20H2,1-3H3,(H,38,39)",CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
1342,1342,HYDROCHLOROTHIAZIDE,1131,HYDROCHLOROTHIAZIDE,Chemical,C7H8ClN3O4S2,,JZUFKLXOESDKRF-UHFFFAOYSA-N,,25/07/2019 11:55,18/12/2023 14:58,SUB08062MIG,1,0J48LPH2TH,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
1343,1343,LAMIVUDINE,1132,LAMIVUDINE,Chemical,C8H11N3O3S,,JTEGQNOMFQHVDC-NKWVEPMBSA-N,,25/07/2019 11:55,12/09/2023 14:12,SUB08392MIG,1,2T8Q726O95,"InChI=1S/C8H11N3O3S/c9-5-1-2-11(8(13)10-5)6-4-15-7(3-12)14-6/h1-2,6-7,12H,3-4H2,(H2,9,10,13)/t6-,7+/m0/s1",C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N
1344,1344,ZIDOVUDINE,1132,ZIDOVUDINE,Chemical,C10H13N5O4,,HBOMLICNUCNMMY-XLPZGREQSA-N,,25/07/2019 11:55,04/09/2023 13:17,SUB00153MIG,1,4B9XT59T7S,"InChI=1S/C10H13N5O4/c1-5-3-15(10(18)12-9(5)17)8-2-6(13-14-11)7(4-16)19-8/h3,6-8,16H,2,4H2,1H3,(H,12,17,18)/t6-,7+,8+/m0/s1",CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
1345,1345,FEDRATINIB DIHYDROCHLORIDE MONOHYDRATE,1133,FEDRATINIB DIHYDROCHLORIDE MONOHYDRATE,Chemical,C27H36N6O3S.2ClH.H2O,,QAFZLTVOFJHYDF-UHFFFAOYSA-N,,23/08/2019 10:07,17/05/2023 13:29,SUB199823,1,UH9J2HBQWJ,"InChI=1S/C27H36N6O3S.2ClH.H2O/c1-20-19-28-26(30-21-10-12-23(13-11-21)36-17-16-33-14-5-6-15-33)31-25(20)29-22-8-7-9-24(18-22)37(34,35)32-27(2,3)4;;;/h7-13,18-19,32H,5-6,14-17H2,1-4H3,(H2,28,29,30,31);2*1H;1H2",CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4.O.Cl.Cl
1346,1346,DARUNAVIR ETHANOLATE,1134,DARUNAVIR ETHANOLATE,Chemical,C27H37N3O7S.C2H6O,,QWSHKNICRJHQCY-VBTXLZOXSA-N,,25/07/2019 11:55,04/09/2023 11:10,SUB23573,1,33O78XF0BW,"InChI=1S/C27H37N3O7S.C2H6O/c1-18(2)15-30(38(33,34)21-10-8-20(28)9-11-21)16-24(31)23(14-19-6-4-3-5-7-19)29-27(32)37-25-17-36-26-22(25)12-13-35-26;1-2-3/h3-11,18,22-26,31H,12-17,28H2,1-2H3,(H,29,32);3H,2H2,1H3/t22-,23-,24+,25-,26+;/m0./s1",CCO.CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
1347,1347,COBICISTAT,1134,COBICISTAT,Chemical,C40H53N7O5S2,,ZCIGNRJZKPOIKD-CQXVEOKZSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB33760,1,LW2E03M5PG,"InChI=1S/C40H53N7O5S2/c1-29(2)38-43-34(27-53-38)25-46(3)39(49)45-36(16-17-47-18-20-51-21-19-47)37(48)42-32(22-30-10-6-4-7-11-30)14-15-33(23-31-12-8-5-9-13-31)44-40(50)52-26-35-24-41-28-54-35/h4-13,24,27-29,32-33,36H,14-23,25-26H2,1-3H3,(H,42,48)(H,44,50)(H,45,49)/t32-,33-,36+/m1/s1",CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5
1348,1348,EMTRICITABINE,1134,EMTRICITABINE,Chemical,C8H10FN3O3S,,XQSPYNMVSIKCOC-NTSWFWBYSA-N,,25/07/2019 11:55,20/12/2023 12:09,SUB01882MIG,1,G70B4ETF4S,"InChI=1S/C8H10FN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/t5-,6+/m0/s1",C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F
1349,1349,TENOFOVIR ALAFENAMIDE FUMARATE,1134,TENOFOVIR ALAFENAMIDE FUMARATE,Chemical,2C21H29N6O5P.C4H4O4,,SVUJNSGGPUCLQZ-FQQAACOVSA-N,,25/07/2019 11:55,06/11/2023 15:35,SUB178389,1,FWF6Q91TZO,"InChI=1S/2C21H29N6O5P.C4H4O4/c2*1-14(2)31-21(28)16(4)26-33(29,32-17-8-6-5-7-9-17)13-30-15(3)10-27-12-25-18-19(22)23-11-24-20(18)27;5-3(6)1-2-4(7)8/h2*5-9,11-12,14-16H,10,13H2,1-4H3,(H,26,29)(H2,22,23,24);1-2H,(H,5,6)(H,7,8)/b;;2-1+/t2*15-,16+,33+;/m11./s1",C[C@H](CN1C=NC2=C(N=CN=C21)N)OC[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3.C[C@H](CN1C=NC2=C(N=CN=C21)N)OC[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3.C(=C/C(=O)O)\C(=O)O
1350,1350,NEVIRAPINE,1135,NEVIRAPINE,Chemical,C15H14N4O,,NQDJXKOVJZTUJA-UHFFFAOYSA-N,,25/07/2019 11:55,13/09/2023 14:51,SUB09214MIG,1,99DK7FVK1H,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)",CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
1351,1351,HYDROCORTISONE,1136,HYDROCORTISONE,Chemical,C21H30O5,,JYGXADMDTFJGBT-VWUMJDOOSA-N,,25/07/2019 11:55,18/12/2023 14:59,SUB08065MIG,1,WI4X0X7BPJ,"InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
1352,1352,RILUZOLE,1137,RILUZOLE,Chemical,C8H5F3N2OS,,FTALBRSUTCGOEG-UHFFFAOYSA-N,,25/07/2019 11:55,20/12/2023 11:20,SUB10319MIG,1,7LJ087RS6F,"InChI=1S/C8H5F3N2OS/c9-8(10,11)14-4-1-2-5-6(3-4)15-7(12)13-5/h1-3H,(H2,12,13)",C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
1353,1353,VILDAGLIPTIN,1138,VILDAGLIPTIN,Chemical,C17H25N3O2,,SYOKIDBDQMKNDQ-XWTIBIIYSA-N,,25/07/2019 11:55,21/12/2023 11:15,SUB25199,1,I6B4B2U96P,"InChI=1S/C17H25N3O2/c18-9-14-2-1-3-20(14)15(21)10-19-16-5-12-4-13(6-16)8-17(22,7-12)11-16/h12-14,19,22H,1-8,10-11H2/t12?,13?,14-,16?,17?/m0/s1",C1C[C@H](N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N
1354,1354,METFORMIN HYDROCHLORIDE,1138,METFORMIN HYDROCHLORIDE,Chemical,C4H11N5.ClH,,OETHQSJEHLVLGH-UHFFFAOYSA-N,,25/07/2019 11:55,20/12/2023 15:52,SUB03200MIG,1,786Z46389E,"InChI=1S/C4H11N5.ClH/c1-9(2)4(7)8-3(5)6;/h1-2H3,(H5,5,6,7,8);1H",CN(C)C(=N)N=C(N)N.Cl
1355,1355,VISMODEGIB,1139,VISMODEGIB,Chemical,C19H14Cl2N2O3S,,BPQMGSKTAYIVFO-UHFFFAOYSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB32354,1,25X868M3DS,"InChI=1S/C19H14Cl2N2O3S/c1-27(25,26)13-6-7-14(17(21)11-13)19(24)23-12-5-8-16(20)15(10-12)18-4-2-3-9-22-18/h2-11H,1H3,(H,23,24)",CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
1356,1356,DAROLUTAMIDE,1140,DAROLUTAMIDE,Chemical,C19H19ClN6O2,,BLIJXOOIHRSQRB-PXYINDEMSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB185326,1,X05U0N2RCO,"InChI=1S/C19H19ClN6O2/c1-11(22-19(28)18-8-17(12(2)27)23-24-18)10-26-6-5-16(25-26)13-3-4-14(9-21)15(20)7-13/h3-8,11-12,27H,10H2,1-2H3,(H,22,28)(H,23,24)/t11-,12?/m0/s1",C[C@@H](CN1C=CC(=N1)C2=CC(=C(C=C2)C#N)Cl)NC(=O)C3=NNC(=C3)C(C)O
1357,1357,PREGABALIN,1141,PREGABALIN,Chemical,C8H17NO2,,AYXYPKUFHZROOJ-ZETCQYMHSA-N,,25/07/2019 11:55,20/12/2023 08:49,SUB10023MIG,1,55JG375S6M,"InChI=1S/C8H17NO2/c1-6(2)3-7(5-9)4-8(10)11/h6-7H,3-5,9H2,1-2H3,(H,10,11)/t7-/m0/s1",CC(C)C[C@@H](CC(=O)O)CN
